shipment_id,date,source_node,destination_node,path,path_length,total_distance_km,planned_transit_days,actual_transit_days,delay_days,delayed,volume,value_usd,priority_level,product_category,fragility,temp_sensitive,customs_complexity_product,num_sea_legs,num_border_crossings,path_reliability,total_customs_complexity,total_handling_complexity,path_betweenness,path_pagerank,max_node_risk,weather_severity,port_congestion,supplier_reliability,supplier_quality,supplier_infra,demand_surge,is_peak_season,is_holiday,upstream_risk,month,day_of_week,quarter,week_of_year
SHP_04405,2023-04-19,SUP_028,CUS_116,SUP_028->PRT_042->PRT_043->PRT_045->WH_067->CUS_116,6,17793.04,29,33,4,1,862,163227.31,1,Chemicals,0.5,0.6,0.8,2,2,0.5284,1.495,2.209,0.023165,0.014073,0.2824,0.287,0.437,0.718,0.799,0.789,0.528,0,0,0.144,4,2,2,16
SHP_04406,2024-02-04,SUP_020,CUS_088,SUP_020->PRT_043->PRT_045->PRT_046->WH_057->CUS_088,6,12135.07,26,32,6,1,100,3219.22,2,Textiles,0.2,0.1,0.3,2,3,0.6321,1.887,2.037,0.02316,0.012799,0.1928,0.498,0.771,0.99,0.984,0.837,0.541,0,1,0.188,2,6,1,5
SHP_04407,2023-06-21,SUP_009,CUS_103,SUP_009->PRT_054->PRT_042->PRT_044->PRT_047->WH_061->CUS_103,7,14127.39,30,36,6,1,341,19760.29,1,Raw Materials,0.1,0.05,0.2,3,3,0.6363,2.282,2.512,0.016347,0.019355,0.2932,0.651,0.452,0.707,0.94,0.66,0.257,0,0,0.298,6,2,2,25
SHP_04408,2022-11-22,SUP_000,CUS_106,SUP_000->PRT_040->PRT_042->PRT_044->PRT_047->WH_060->CUS_106,7,17655.32,33,38,5,1,525,114337.95,3,Pharmaceuticals,0.8,0.85,0.9,3,3,0.5564,2.855,2.76,0.020485,0.019205,0.3134,0.452,0.633,0.687,0.832,0.754,1.044,1,0,0.191,11,1,4,47
SHP_04409,2022-06-03,SUP_010,CUS_098,SUP_010->PRT_054->PRT_042->PRT_044->PRT_047->WH_060->CUS_098,7,14830.76,30,30,0,0,757,68534.2,2,Raw Materials,0.1,0.05,0.2,3,3,0.6085,2.546,2.758,0.016559,0.019797,0.201,0.464,0.452,0.968,0.657,0.648,0.506,0,0,0.012,6,4,2,22
SHP_04410,2022-01-06,SUP_003,CUS_122,SUP_003->PRT_040->PRT_044->WH_062->CUS_122,5,11176.69,20,20,0,0,342,47455.79,2,Food,0.6,0.9,0.7,1,1,0.721,1.273,1.505,0.019867,0.018432,0.2419,0.498,0.452,0.909,0.817,0.828,0.461,0,0,0.253,1,3,1,1
SHP_04411,2022-07-24,SUP_010,CUS_124,SUP_010->PRT_041->PRT_042->PRT_043->WH_063->CUS_124,6,12555.13,22,26,4,1,2039,163253.64,3,Machinery,0.4,0.1,0.5,2,4,0.5619,1.411,1.989,0.017584,0.014623,0.1817,0.654,0.47,0.968,0.657,0.648,0.375,0,0,0.058,7,6,3,29
SHP_04412,2023-04-15,SUP_033,CUS_120,SUP_033->PRT_047->PRT_044->WH_062->CUS_120,5,1310.5,8,8,0,0,1972,215444.33,2,Automotive,0.3,0.1,0.5,1,1,0.808,1.349,1.744,0.012995,0.018657,0.136,0.287,0.452,0.864,0.821,0.855,0.327,0,0,0.224,4,5,2,15
SHP_04413,2022-03-04,SUP_005,CUS_100,SUP_005->PRT_040->PRT_044->PRT_047->WH_060->CUS_100,6,12168.93,24,27,3,1,627,3382.83,1,Raw Materials,0.1,0.05,0.2,2,2,0.6998,2.015,1.901,0.018049,0.018551,0.2419,0.303,0.452,0.799,0.759,0.827,0.3,0,0,0.306,3,4,1,9
SHP_04414,2022-06-10,SUP_039,CUS_098,SUP_039->PRT_054->PRT_042->PRT_044->PRT_047->WH_061->CUS_098,7,14881.42,32,36,4,1,2498,633044.93,1,Machinery,0.4,0.1,0.5,3,5,0.6754,2.444,2.38,0.016347,0.019797,0.201,0.26,0.452,0.85,0.755,0.672,0.281,0,0,0.025,6,4,2,23
SHP_04415,2023-10-14,SUP_021,CUS_096,SUP_021->PRT_043->PRT_045->PRT_046->WH_056->CUS_096,6,13496.48,28,35,7,1,233,25721.63,3,Chemicals,0.5,0.6,0.8,2,3,0.5793,1.763,2.236,0.023678,0.01271,0.324,0.336,0.562,0.676,0.767,0.882,0.803,1,0,0.067,10,5,4,41
SHP_04416,2023-10-06,SUP_021,CUS_081,SUP_021->PRT_043->PRT_045->PRT_046->WH_056->CUS_081,6,13507.96,28,35,7,1,1319,377776.96,2,Electronics,0.7,0.3,0.6,2,3,0.5539,1.745,2.149,0.023678,0.012799,0.324,0.346,0.692,0.676,0.767,0.882,0.684,1,0,0.264,10,4,4,40
SHP_04417,2022-10-09,SUP_011,CUS_088,SUP_011->PRT_054->PRT_042->PRT_043->PRT_045->WH_069->CUS_088,7,18615.58,33,40,7,1,2509,237007.21,3,Food,0.6,0.9,0.7,3,3,0.5043,2.322,2.891,0.022857,0.015027,0.2392,0.695,1.0,0.761,0.892,0.603,0.61,1,0,0.335,10,6,4,40
SHP_04418,2023-08-22,SUP_026,CUS_081,SUP_026->PRT_054->PRT_042->PRT_043->PRT_045->WH_056->CUS_081,7,19455.5,35,41,6,1,2638,43671.42,2,Food,0.6,0.9,0.7,3,3,0.4627,2.054,2.817,0.022857,0.015027,0.201,0.673,0.437,0.99,0.969,0.773,0.303,0,0,0.172,8,1,3,34
SHP_04419,2023-10-02,SUP_022,CUS_094,SUP_022->PRT_052->PRT_045->WH_056->CUS_094,5,12475.03,21,21,0,0,711,286768.54,3,Pharmaceuticals,0.8,0.85,0.9,1,1,0.5932,0.954,1.479,0.017779,0.01022,0.322,0.197,0.444,0.678,0.823,0.77,0.696,1,0,0.029,10,0,4,40
SHP_04420,2023-07-29,SUP_015,CUS_111,SUP_015->PRT_054->PRT_042->PRT_043->WH_063->CUS_111,6,9767.99,21,28,7,1,71,7665.53,2,Chemicals,0.5,0.6,0.8,2,3,0.6434,1.379,1.902,0.014306,0.013979,0.2867,0.798,0.437,0.713,0.718,0.659,0.409,0,0,0.078,7,5,3,30
SHP_04421,2023-08-30,SUP_004,CUS_100,SUP_004->PRT_040->PRT_044->WH_060->CUS_100,5,11512.59,20,20,0,0,1175,114335.53,2,Textiles,0.2,0.1,0.3,1,1,0.7435,1.116,1.161,0.021054,0.018649,0.2812,0.281,0.452,0.719,0.749,0.896,0.326,0,0,0.096,8,2,3,35
SHP_04422,2024-01-19,SUP_005,CUS_125,SUP_005->PRT_040->PRT_042->PRT_049->WH_073->CUS_125,6,16328.99,26,32,6,1,523,108446.25,1,Chemicals,0.5,0.6,0.8,2,2,0.7391,2.069,2.02,0.012871,0.016088,0.2697,0.514,0.437,0.799,0.759,0.827,0.396,0,0,0.091,1,4,1,3
SHP_04423,2022-07-02,SUP_017,CUS_092,SUP_017->PRT_050->PRT_045->PRT_046->WH_069->CUS_092,6,14658.68,29,33,4,1,736,124810.52,1,Food,0.6,0.9,0.7,2,2,0.6799,2.011,2.189,0.022543,0.01479,0.4582,0.307,0.401,0.542,0.773,0.873,0.5,0,0,0.264,7,5,3,26
SHP_04424,2022-04-15,SUP_036,CUS_094,SUP_036->PRT_045->PRT_046->WH_056->CUS_094,5,5393.43,15,20,5,1,1686,233986.1,1,Textiles,0.2,0.1,0.3,1,1,0.5508,1.223,1.447,0.021837,0.011653,0.1928,0.671,0.401,0.861,0.991,0.931,0.347,0,0,0.259,4,4,2,15
SHP_04425,2023-08-25,SUP_031,CUS_111,SUP_031->PRT_054->PRT_042->PRT_043->WH_063->CUS_111,6,9651.53,20,28,8,1,986,350661.37,2,Pharmaceuticals,0.8,0.85,0.9,2,2,0.5987,1.64,2.14,0.014306,0.013979,0.2163,0.537,0.437,0.784,0.8,0.68,0.428,0,0,0.137,8,4,3,34
SHP_04426,2023-08-13,SUP_020,CUS_088,SUP_020->PRT_043->PRT_045->PRT_046->WH_057->CUS_088,6,12135.07,26,29,3,1,2850,81613.39,2,Food,0.6,0.9,0.7,2,3,0.6321,1.887,2.037,0.02316,0.012799,0.1928,0.118,0.401,0.99,0.984,0.837,0.451,0,0,0.189,8,6,3,32
SHP_04427,2022-08-03,SUP_028,CUS_120,SUP_028->PRT_042->PRT_044->PRT_047->WH_060->CUS_120,6,12889.47,25,31,6,1,806,53332.23,2,Textiles,0.2,0.1,0.3,2,2,0.6316,1.853,2.071,0.017667,0.019635,0.2824,0.454,0.452,0.718,0.799,0.789,0.45,0,0,0.095,8,2,3,31
SHP_04428,2024-03-13,SUP_000,CUS_087,SUP_000->PRT_040->PRT_045->PRT_046->WH_057->CUS_087,6,14640.83,29,33,4,1,2332,545010.3,1,Chemicals,0.5,0.6,0.8,2,2,0.7754,2.044,1.911,0.023911,0.013005,0.3134,0.444,0.401,0.687,0.832,0.754,0.403,0,0,0.101,3,2,1,11
SHP_04429,2022-04-04,SUP_012,CUS_107,SUP_012->PRT_053->PRT_044->PRT_047->WH_062->CUS_107,6,9390.53,19,25,6,1,1521,134527.98,1,Textiles,0.2,0.1,0.3,2,2,0.6385,2.048,2.181,0.011619,0.017259,0.1682,0.546,0.452,0.97,0.807,0.639,0.439,0,0,0.198,4,0,2,14
SHP_04430,2022-06-18,SUP_008,CUS_090,SUP_008->PRT_054->PRT_042->PRT_043->PRT_045->WH_057->CUS_090,7,18525.05,33,37,4,1,1164,45014.7,2,Raw Materials,0.1,0.05,0.2,3,3,0.4961,2.273,2.634,0.022413,0.014957,0.2108,0.551,0.437,0.789,0.763,0.697,0.481,0,0,0.105,6,5,2,24
SHP_04431,2022-11-28,SUP_000,CUS_080,SUP_000->PRT_040->PRT_046->WH_056->CUS_080,5,15303.1,26,30,4,1,512,75846.49,2,Machinery,0.4,0.1,0.5,1,1,0.7367,1.404,1.793,0.016267,0.010285,0.3134,0.73,0.562,0.687,0.832,0.754,0.948,1,0,0.265,11,0,4,48
SHP_04432,2022-05-21,SUP_002,CUS_129,SUP_002->PRT_040->PRT_045->WH_074->CUS_129,5,14479.41,26,26,0,0,2847,198134.06,2,Raw Materials,0.1,0.05,0.2,1,1,0.7225,1.272,1.087,0.021058,0.013291,0.2521,0.242,0.482,0.748,0.771,0.932,0.472,0,0,0.112,5,5,2,20
SHP_04433,2023-11-12,SUP_025,CUS_128,SUP_025->PRT_041->PRT_045->PRT_046->WH_066->CUS_128,6,22082.36,43,48,5,1,2307,78923.39,1,Raw Materials,0.1,0.05,0.2,2,4,0.5681,1.77,2.1,0.02098,0.013799,0.1928,0.345,0.658,0.99,0.702,0.726,1.048,1,0,0.222,11,6,4,45
SHP_04434,2022-11-06,SUP_020,CUS_080,SUP_020->PRT_043->PRT_045->PRT_046->WH_056->CUS_080,6,13045.24,28,35,7,1,565,174916.14,2,Machinery,0.4,0.1,0.5,2,3,0.5793,1.642,2.294,0.023678,0.012641,0.1928,0.418,0.562,0.99,0.984,0.837,0.897,1,0,0.21,11,6,4,44
SHP_04435,2023-07-28,SUP_014,CUS_119,SUP_014->PRT_054->PRT_042->PRT_043->PRT_045->WH_067->CUS_119,7,21129.74,38,41,3,1,1826,615170.42,1,Pharmaceuticals,0.8,0.85,0.9,3,5,0.5783,2.092,2.677,0.021271,0.01509,0.201,0.303,0.629,0.841,0.678,0.573,0.304,0,0,0.282,7,4,3,30
SHP_04436,2024-03-03,SUP_022,CUS_123,SUP_022->PRT_040->PRT_044->PRT_047->WH_061->CUS_123,6,11845.84,25,30,5,1,763,255519.94,2,Pharmaceuticals,0.8,0.85,0.9,2,2,0.7306,1.877,2.194,0.017802,0.018835,0.322,0.304,0.452,0.678,0.823,0.77,0.457,0,0,0.248,3,6,1,9
SHP_04437,2022-12-30,SUP_028,CUS_122,SUP_028->PRT_042->PRT_049->PRT_044->PRT_047->WH_062->CUS_122,7,12962.38,25,30,5,1,707,109175.19,1,Food,0.6,0.9,0.7,3,3,0.5479,2.856,2.352,0.014796,0.018355,0.2824,0.346,0.633,0.718,0.799,0.789,0.972,1,1,0.096,12,4,4,52
SHP_04438,2022-11-21,SUP_031,CUS_110,SUP_031->PRT_054->PRT_042->PRT_043->WH_063->CUS_110,6,9565.8,20,24,4,1,2581,453829.0,2,Machinery,0.4,0.1,0.5,2,2,0.5945,1.71,2.018,0.014306,0.014404,0.2163,0.361,0.612,0.784,0.8,0.68,1.12,1,0,0.058,11,0,4,47
SHP_04439,2022-06-20,SUP_012,CUS_100,SUP_012->PRT_053->PRT_044->WH_060->CUS_100,5,8536.18,14,14,0,0,1629,129346.47,1,Food,0.6,0.9,0.7,1,1,0.7873,1.127,1.435,0.014525,0.016759,0.1682,0.594,0.452,0.97,0.807,0.639,0.353,0,0,0.151,6,0,2,25
SHP_04440,2024-05-10,SUP_008,CUS_088,SUP_008->PRT_054->PRT_042->PRT_043->PRT_045->WH_069->CUS_088,7,18430.04,32,37,5,1,1491,436277.68,2,Pharmaceuticals,0.8,0.85,0.9,3,3,0.4437,2.463,2.935,0.022857,0.015027,0.2108,0.391,0.437,0.789,0.763,0.697,0.524,0,0,0.305,5,4,2,19
SHP_04441,2023-03-29,SUP_036,CUS_085,SUP_036->PRT_045->WH_069->CUS_085,4,3888.6,7,9,2,1,1777,7510.61,1,Raw Materials,0.1,0.05,0.2,0,0,0.6846,0.914,0.837,0.020528,0.010322,0.1389,0.696,0.576,0.861,0.991,0.931,0.255,0,0,0.209,3,2,1,13
SHP_04442,2023-12-03,SUP_015,CUS_099,SUP_015->PRT_053->PRT_044->PRT_047->WH_061->CUS_099,6,8905.83,19,26,7,1,2052,609216.66,1,Machinery,0.4,0.1,0.5,2,2,0.7668,1.866,2.08,0.012361,0.017027,0.2867,0.431,0.633,0.713,0.718,0.659,0.978,1,0,0.084,12,6,4,48
SHP_04443,2023-03-22,SUP_035,CUS_128,SUP_035->PRT_045->WH_066->CUS_128,4,10621.13,19,19,0,0,1875,33175.24,2,Automotive,0.3,0.1,0.5,0,0,0.7522,0.797,1.211,0.017308,0.01095,0.1061,0.344,0.281,0.962,0.753,0.946,0.492,0,0,0.186,3,2,1,12
SHP_04444,2022-01-26,SUP_010,CUS_094,SUP_010->PRT_050->PRT_045->PRT_046->WH_056->CUS_094,6,16383.27,33,39,6,1,2979,330303.67,1,Automotive,0.3,0.1,0.5,2,4,0.6286,1.998,2.13,0.022543,0.013736,0.1928,0.297,0.747,0.968,0.657,0.648,0.332,0,0,0.18,1,2,1,4
SHP_04445,2024-02-29,SUP_028,CUS_097,SUP_028->PRT_042->PRT_043->PRT_045->PRT_046->WH_057->CUS_097,7,17123.66,33,39,6,1,2027,543336.11,1,Automotive,0.3,0.1,0.5,3,3,0.5609,2.315,2.704,0.024865,0.014404,0.2824,0.533,0.568,0.718,0.799,0.789,0.301,0,0,0.041,2,3,1,9
SHP_04446,2022-08-07,SUP_025,CUS_125,SUP_025->PRT_054->PRT_042->PRT_043->WH_070->CUS_125,6,9021.24,17,20,3,1,1382,116340.87,2,Chemicals,0.5,0.6,0.8,2,2,0.72,1.621,2.159,0.014196,0.016853,0.201,1.0,0.677,0.99,0.702,0.726,0.461,0,0,0.074,8,6,3,31
SHP_04447,2023-01-19,SUP_023,CUS_087,SUP_023->PRT_052->PRT_046->WH_057->CUS_087,5,11673.32,19,19,0,0,1811,232392.7,2,Textiles,0.2,0.1,0.3,1,1,0.8383,1.171,1.479,0.009524,0.008297,0.2142,0.483,0.401,0.82,0.876,0.755,0.42,0,0,0.259,1,3,1,3
SHP_04448,2022-07-20,SUP_000,CUS_109,SUP_000->PRT_040->PRT_042->PRT_043->WH_063->CUS_109,6,11259.83,19,26,7,1,2501,33078.36,2,Raw Materials,0.1,0.05,0.2,2,2,0.6053,1.916,2.289,0.018886,0.014229,0.3134,0.498,0.437,0.687,0.832,0.754,0.504,0,0,0.307,7,2,3,29
SHP_04449,2023-06-23,SUP_021,CUS_127,SUP_021->PRT_043->PRT_045->PRT_046->WH_066->CUS_127,6,19080.89,38,41,3,1,2840,302266.99,1,Chemicals,0.5,0.6,0.8,2,3,0.5688,1.574,1.937,0.021532,0.013817,0.324,0.35,0.401,0.676,0.767,0.882,0.531,0,0,0.067,6,4,2,25
SHP_04450,2023-08-24,SUP_000,CUS_095,SUP_000->PRT_040->PRT_045->PRT_046->WH_056->CUS_095,6,15263.95,31,39,8,1,805,148281.24,3,Food,0.6,0.9,0.7,2,2,0.6046,1.915,2.335,0.024429,0.012998,0.3134,0.395,0.881,0.687,0.832,0.754,0.303,0,0,0.348,8,3,3,34
SHP_04451,2022-04-07,SUP_020,CUS_083,SUP_020->PRT_043->PRT_045->WH_057->CUS_083,5,12011.91,21,21,0,0,781,151111.81,2,Automotive,0.3,0.1,0.5,1,2,0.7258,1.016,1.768,0.022378,0.01209,0.1817,0.236,0.329,0.99,0.984,0.837,0.47,0,0,0.129,4,3,2,14
SHP_04452,2023-05-30,SUP_015,CUS_107,SUP_015->PRT_053->PRT_044->PRT_047->WH_062->CUS_107,6,9337.45,19,23,4,1,188,65083.99,2,Electronics,0.7,0.3,0.6,2,2,0.6784,1.844,2.005,0.011619,0.017259,0.2867,0.527,0.495,0.713,0.718,0.659,0.312,0,0,0.091,5,1,2,22
SHP_04453,2022-02-04,SUP_016,CUS_122,SUP_016->PRT_050->PRT_044->WH_062->CUS_122,5,10739.01,18,18,0,0,2873,473423.96,1,Food,0.6,0.9,0.7,1,1,0.7294,1.264,1.648,0.017604,0.019319,0.121,0.389,0.588,0.99,0.84,0.943,0.393,0,1,0.114,2,4,1,5
SHP_04454,2023-02-12,SUP_029,CUS_084,SUP_029->PRT_042->PRT_043->PRT_045->PRT_046->WH_057->CUS_084,7,17283.04,33,39,6,1,2213,236842.46,2,Electronics,0.7,0.3,0.6,3,3,0.546,2.264,2.839,0.024865,0.014474,0.1928,0.807,0.568,0.937,0.785,0.724,0.339,0,1,0.295,2,6,1,6
SHP_04455,2022-10-08,SUP_015,CUS_105,SUP_015->PRT_053->PRT_049->PRT_044->PRT_047->WH_060->CUS_105,7,8962.08,21,28,7,1,1085,317414.21,2,Electronics,0.7,0.3,0.6,3,3,0.6684,2.477,2.448,0.011308,0.016275,0.2867,0.544,0.633,0.713,0.718,0.659,0.658,1,0,0.322,10,5,4,40
SHP_04456,2024-04-23,SUP_036,CUS_127,SUP_036->PRT_045->PRT_046->WH_059->CUS_127,5,11471.12,25,25,0,0,1240,211074.2,1,Electronics,0.7,0.3,0.6,1,1,0.5786,1.249,1.561,0.019438,0.013064,0.1928,0.239,0.401,0.861,0.991,0.931,0.454,0,0,0.064,4,1,2,17
SHP_04457,2023-09-15,SUP_028,CUS_109,SUP_028->PRT_054->PRT_042->PRT_043->WH_063->CUS_109,6,8307.16,17,20,3,1,2562,14730.94,2,Raw Materials,0.1,0.05,0.2,2,2,0.5268,1.433,2.27,0.014306,0.014404,0.2824,0.689,0.437,0.718,0.799,0.789,0.57,0,0,0.104,9,4,3,37
SHP_04458,2022-06-27,SUP_029,CUS_119,SUP_029->PRT_042->PRT_043->PRT_045->WH_067->CUS_119,6,17853.98,29,34,5,1,1485,45195.26,2,Raw Materials,0.1,0.05,0.2,2,2,0.5992,1.513,2.208,0.023165,0.014143,0.1817,0.96,0.543,0.937,0.785,0.724,0.414,0,0,0.15,6,0,2,26
SHP_04459,2024-04-06,SUP_035,CUS_083,SUP_035->PRT_046->WH_057->CUS_083,4,4195.8,8,8,0,0,2418,250467.17,3,Machinery,0.4,0.1,0.5,0,0,0.8951,0.837,0.827,0.01021,0.008303,0.1928,0.424,0.401,0.962,0.753,0.946,0.473,0,0,0.142,4,5,2,14
SHP_04460,2023-01-14,SUP_002,CUS_088,SUP_002->PRT_040->PRT_045->PRT_046->WH_069->CUS_088,6,14153.78,29,33,4,1,1015,41782.85,2,Electronics,0.7,0.3,0.6,2,2,0.6226,1.768,1.898,0.024429,0.013156,0.2521,0.417,0.401,0.748,0.771,0.932,0.428,0,0,0.121,1,5,1,2
SHP_04461,2023-12-24,SUP_008,CUS_121,SUP_008->PRT_054->PRT_042->PRT_044->PRT_047->WH_062->CUS_121,7,14198.16,30,36,6,1,547,81991.15,1,Textiles,0.2,0.1,0.3,3,3,0.5357,2.806,2.416,0.015711,0.019797,0.2108,0.287,0.633,0.789,0.763,0.697,0.915,1,1,0.052,12,6,4,51
SHP_04462,2022-03-26,SUP_007,CUS_105,SUP_007->PRT_040->PRT_042->PRT_044->PRT_047->WH_060->CUS_105,7,17100.58,33,37,4,1,2900,137879.13,2,Pharmaceuticals,0.8,0.85,0.9,3,3,0.6619,2.701,2.569,0.020485,0.019205,0.2419,0.439,0.452,0.836,0.861,0.911,0.393,0,0,0.0,3,5,1,12
SHP_04463,2022-02-27,SUP_006,CUS_122,SUP_006->PRT_041->PRT_044->WH_062->CUS_122,5,11642.27,21,21,0,0,2577,219327.75,1,Raw Materials,0.1,0.05,0.2,1,1,0.7025,1.312,1.605,0.018304,0.018905,0.4944,0.375,0.611,0.506,0.882,0.813,0.251,0,0,0.22,2,6,1,8
SHP_04464,2022-11-18,SUP_003,CUS_107,SUP_003->PRT_040->PRT_044->PRT_047->WH_060->CUS_107,6,12162.85,25,28,3,1,2134,402506.23,1,Machinery,0.4,0.1,0.5,2,2,0.6325,1.949,2.081,0.018049,0.018835,0.2419,0.433,0.633,0.909,0.817,0.828,0.887,1,0,0.114,11,4,4,46
SHP_04465,2022-10-12,SUP_034,CUS_123,SUP_034->PRT_047->PRT_044->WH_060->CUS_123,5,1300.95,8,8,0,0,2510,429654.27,1,Chemicals,0.5,0.6,0.8,1,1,0.837,1.286,1.608,0.014182,0.018657,0.2188,0.385,0.633,0.781,0.634,0.833,0.596,1,0,0.004,10,2,4,41
SHP_04466,2022-12-07,SUP_000,CUS_127,SUP_000->PRT_040->PRT_045->WH_059->CUS_127,5,21498.62,36,42,6,1,2612,603147.93,2,Automotive,0.3,0.1,0.5,1,1,0.7177,1.359,1.592,0.021502,0.013628,0.3134,0.625,0.423,0.687,0.832,0.754,0.883,1,0,0.214,12,2,4,49
SHP_04467,2023-08-24,SUP_009,CUS_120,SUP_009->PRT_054->PRT_042->PRT_044->PRT_047->WH_061->CUS_120,7,13826.82,30,38,8,1,2569,389606.04,2,Automotive,0.3,0.1,0.5,3,3,0.6067,2.448,2.514,0.016347,0.019797,0.2932,0.603,0.452,0.707,0.94,0.66,0.271,0,0,0.298,8,3,3,34
SHP_04468,2022-01-15,SUP_031,CUS_095,SUP_031->PRT_042->PRT_043->PRT_045->PRT_046->WH_056->CUS_095,7,18765.26,37,40,3,1,1364,139037.08,2,Pharmaceuticals,0.8,0.85,0.9,3,3,0.4018,2.146,3.157,0.025309,0.014338,0.2163,0.181,0.437,0.784,0.8,0.68,0.425,0,0,0.309,1,5,1,2
SHP_04469,2024-05-07,SUP_025,CUS_101,SUP_025->PRT_054->PRT_042->PRT_044->PRT_047->WH_060->CUS_101,7,14387.63,30,34,4,1,2468,916692.64,2,Electronics,0.7,0.3,0.6,3,3,0.6457,2.51,2.591,0.016559,0.019797,0.201,0.669,0.452,0.99,0.702,0.726,0.488,0,0,0.073,5,1,2,19
SHP_04470,2022-07-17,SUP_003,CUS_116,SUP_003->PRT_040->PRT_046->WH_067->CUS_116,5,15200.81,26,26,0,0,1278,39262.58,2,Textiles,0.2,0.1,0.3,1,1,0.7451,1.206,1.916,0.014047,0.01048,0.2419,0.32,0.401,0.909,0.817,0.828,0.37,0,0,0.233,7,6,3,28
SHP_04471,2022-03-27,SUP_016,CUS_100,SUP_016->PRT_050->PRT_044->PRT_047->WH_060->CUS_100,6,11844.51,23,28,5,1,69,4572.7,1,Textiles,0.2,0.1,0.3,2,2,0.682,1.963,2.096,0.016163,0.019289,0.121,0.369,0.452,0.99,0.84,0.943,0.385,0,0,0.261,3,6,1,12
SHP_04472,2022-02-15,SUP_027,CUS_082,SUP_027->PRT_054->PRT_042->PRT_043->PRT_045->WH_056->CUS_082,7,19267.25,35,43,8,1,1345,28988.89,1,Food,0.6,0.9,0.7,3,3,0.4657,2.405,2.968,0.022857,0.015176,0.201,0.12,0.846,0.821,0.893,0.602,0.373,0,1,0.339,2,1,1,7
SHP_04473,2023-12-07,SUP_011,CUS_105,SUP_011->PRT_054->PRT_042->PRT_044->PRT_047->WH_060->CUS_105,7,14118.98,31,37,6,1,1932,844123.47,1,Pharmaceuticals,0.8,0.85,0.9,3,3,0.6401,2.641,2.37,0.016559,0.019355,0.2392,0.245,0.96,0.761,0.892,0.603,1.032,1,0,0.212,12,3,4,49
SHP_04474,2023-10-13,SUP_010,CUS_080,SUP_010->PRT_050->PRT_045->PRT_046->WH_056->CUS_080,6,16241.08,33,39,6,1,665,186142.74,2,Electronics,0.7,0.3,0.6,2,4,0.6892,1.98,2.051,0.022543,0.013736,0.1928,0.348,0.562,0.968,0.657,0.648,0.653,1,0,0.087,10,4,4,41
SHP_04475,2022-10-08,SUP_019,CUS_085,SUP_019->PRT_043->PRT_045->PRT_046->WH_069->CUS_085,6,11816.63,25,33,8,1,589,162978.54,2,Automotive,0.3,0.1,0.5,2,4,0.6013,2.152,2.183,0.023678,0.012629,0.1928,0.686,0.562,0.828,0.759,0.815,0.788,1,0,0.115,10,5,4,40
SHP_04476,2022-12-16,SUP_006,CUS_117,SUP_006->PRT_041->PRT_045->PRT_046->WH_069->CUS_117,6,16763.03,33,39,6,1,1579,79080.27,3,Raw Materials,0.1,0.05,0.2,2,2,0.5223,1.651,2.121,0.023126,0.013706,0.4944,0.448,0.658,0.506,0.882,0.813,1.093,1,1,0.263,12,4,4,50
SHP_04477,2024-05-06,SUP_036,CUS_106,SUP_036->PRT_048->PRT_044->PRT_047->WH_060->CUS_106,6,11221.32,35,41,6,1,2493,401761.52,3,Machinery,0.4,0.1,0.5,2,3,0.5812,2.249,2.399,0.012091,0.016306,0.1389,0.92,0.46,0.861,0.991,0.931,0.418,0,0,0.33,5,0,2,19
SHP_04478,2023-04-20,SUP_036,CUS_101,SUP_036->PRT_044->PRT_047->WH_061->CUS_101,5,10487.8,30,35,5,1,2065,275106.96,2,Machinery,0.4,0.1,0.5,1,3,0.7358,1.3,1.604,0.013885,0.018657,0.1389,1.0,0.452,0.861,0.991,0.931,0.415,0,0,0.33,4,3,2,16
SHP_04479,2022-04-03,SUP_006,CUS_111,SUP_006->PRT_040->PRT_042->PRT_043->WH_063->CUS_111,6,11481.78,20,28,8,1,126,17505.74,1,Textiles,0.2,0.1,0.3,2,2,0.6044,1.744,2.296,0.018886,0.013804,0.4944,0.393,0.437,0.506,0.882,0.813,0.413,0,0,0.258,4,6,2,13
SHP_04480,2022-07-10,SUP_004,CUS_127,SUP_004->PRT_040->PRT_045->PRT_046->WH_066->CUS_127,6,21365.29,42,47,5,1,1126,172519.43,2,Automotive,0.3,0.1,0.5,2,2,0.6521,1.743,1.817,0.022282,0.014174,0.2812,0.697,0.567,0.719,0.749,0.896,0.48,0,0,0.047,7,6,3,27
SHP_04481,2023-10-04,SUP_039,CUS_089,SUP_039->PRT_054->PRT_042->PRT_043->PRT_045->WH_059->CUS_089,7,21352.99,38,45,7,1,2353,373489.21,2,Electronics,0.7,0.3,0.6,3,5,0.5418,2.242,2.678,0.021144,0.015106,0.201,0.215,0.612,0.85,0.755,0.672,0.721,1,0,0.06,10,2,4,40
SHP_04482,2024-03-18,SUP_009,CUS_120,SUP_009->PRT_054->PRT_042->PRT_044->PRT_047->WH_062->CUS_120,7,14181.16,30,35,5,1,2303,916159.41,3,Electronics,0.7,0.3,0.6,3,3,0.6137,2.456,2.516,0.015711,0.019797,0.2932,0.332,0.452,0.707,0.94,0.66,0.453,0,0,0.183,3,0,1,12
